text,labels
time 2021-02-24T08:49:21Z author NONE repo 3liz/QuickOSM title quickosm critical error when downloading body quickosm is failing to download certain features. in the below example it is highway secondary. however it is successful for others such as highway motorway. there are also other features such as place town that fail. i can see others have had similar issues on previous qgis releases but can't see a solution eg issue issue which seemed to have been fixed by a software release. 2021 02 24t08 10 23 info all osm objects with the key 'highway' 'motorway' in the canvas or layer extent are going to be downloaded. 2021 02 24t08 10 23 info query highway_motorway 2021 02 24t08 10 23 info encoded url https lz4.overpass api.de api interpreter?data 3cosm script output 3d 22xml 22 timeout 3d 2225 22 3e 0a 3cunion 3e 0a 3cquery type 3d 22node 22 3e 0a 3chas kv k 3d 22highway 22 v 3d 22motorway 22 3e 0a 3cbbox query e 3d 22 1.4354405089667726 22 n 3d 2253.56464724024955 22 s 3d 2253.2560545314366 22 w 3d 22 2.224279089082685 22 3e 0a 3c query,0
time 2021-02-24T09:46:25Z author NONE repo 3liz/QuickOSM title critical error after upgrading to qgis 3.18 body when i run a overpass query which previously worked with qgis 3.14 i get the following error 2021 02 24t09 34 47 info encoded url https lz4.overpass api.de api interpreter?data 3cosm script output 3d 22xml 22 timeout 3d 2225 22 3e 0a 3cunion 3e 0a 3cquery type 3d 22way 22 3e 0a 3chas kv k 3d 22highway 22 v 3d 22footway 22 3e 0a 3cbbox query e 3d 22 2.72818270633972 22 n 3d 2254.73354506983744 22 s 3d 2254.33121881756983 22 w 3d 22 3.4600104833120002 22 3e 0a 3c query 3e 0a 3cquery type 3d 22way 22 3e 0a 3chas kv k 3d 22highway 22 v 3d 22bridleway 22 3e 0a 3cbbox query e 3d 22 2.72818270633972 22 n 3d 2254.73354506983744 22 s 3d 2254.33121881756983 22 w 3d 22 3.4600104833120002 22 3e 0a 3c query 3e 0a 3cquery type 3d 22way 22 3e 0a 3chas kv k 3d 22highway 22 v 3d 22track 22 3e 0a 3cbbox query e 3d 22 2.72818270633972 22 n 3d 2254.73354506983744 22 s 3d 2254.33121881756983 22 w,0
time 2021-03-01T08:53:31Z author NONE repo 3liz/QuickOSM title critical error after upgrading to 3.16 mac body could you please help me with that problem? quickosm still works on the previous version of qgis however on 3.16 it is problematic... 2021 03 01t09 46 50 info all osm objects with the key 'boundary' 'protected_area' in pozna are going to be downloaded. 2021 03 01t09 46 50 info query boundary_protected_area_pozna 2021 03 01t09 46 50 info request completed 2021 03 01t09 46 50 critical wystpi bd krytyczny przeled 2021 03 01t09 46 50 critical 2021 03 01t09 46 50 critical base_processing_panel.py 2021 03 01t09 46 50 critical 'ascii' codec can't decode byte 0xc2 in position 39 ordinal not in function 2021 03 01t09 46 50 critical file users edytabakowska library application support qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 36 in run function file users edytabakowska library application support qgis qgis3 profiles default python plugins quickosm ui quick_query_panel.py line 155 in _run num_layers process_quick_query file users edytabakowska library application support qgis qgis3 profiles default python plugins quickosm core process.py line 245 in process_quick_query return process_query,0
time 2021-03-05T08:25:37Z author NONE repo 3liz/QuickOSM title error in the logs body error in the logs in the quickosm panel copy paste it and please report it to github please complete the following information quickosm version version 2 qgis version 3.16 os mac os 11.2.1 please help. thx,0
time 2021-03-09T11:30:00Z author NONE repo 3liz/QuickOSM title error in logs qgis by running quickosm body what is the bug? 2021 03 09t12 26 13 critical error in the logs in the panel of quickosm quickosm version 2 qgis version 3.10.14 os 10.16,0
time 2021-03-10T15:01:28Z author NONE repo 3liz/QuickOSM title osm attribute missing body what is the bug? hi there long time user of the plug in thanks for sharing it with the community. version 1.15 is not loading the queried osm key into the memory layer. e.g. looking for highway key it successfully retrieves the geometries and all the attributes except for highway . not sure if it's wanted or it's a bug but as of 1.14.3 it was working seamlessy in this regard. cheers environment please complete the following information quickosm version 1.15 qgis version 3.16.3 os wndows 10 home,0
time 2021-03-10T22:17:47Z author NONE repo 3liz/QuickOSM title critical error in the logs in the quickosm panel copy paste it and please report it to github body i cant download it from quickosm even after the update today 2021 03 10t23 11 21 info all osm objects with the key 'cycleway' 'lane' in rotterdam are going to be downloaded. 2021 03 10t23 11 21 info query cycleway_lane_rotterdam 2021 03 10t23 11 22 info request completed 2021 03 10t23 11 22 critical a critical error occurred this is the traceback 2021 03 10t23 11 22 critical 2021 03 10t23 11 22 critical base_processing_panel.py 2021 03 10t23 11 22 critical 'ascii' codec can't decode byte 0xc2 in position 38 ordinal not in function 2021 03 10t23 11 22 critical file users zala library application support qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 39 in run function file users zala library application support qgis qgis3 profiles default python plugins quickosm ui quick_query_panel.py line 153 in _run num_layers process_quick_query file users zala library application support qgis qgis3 profiles default python plugins quickosm core process.py line 249 in process_quick_query return process_query file users zala library application support qgis qgis3,0
time 2021-03-11T05:14:33Z author NONE repo 3liz/QuickOSM title qosm error in the logs in the quickosm panel copy paste it and please report it to github body what is the bug? 2021 03 11t10 33 53 info all osm objects with the key 'admin_level' '1' in uttar pradesh are going to be downloaded. 2021 03 11t10 33 53 info query admin_level_1_uttar pradesh 2021 03 11t10 33 54 info request completed 2021 03 11t10 33 54 critical a critical error occurred this is the traceback 2021 03 11t10 33 54 critical 2021 03 11t10 33 54 critical base_processing_panel.py 2021 03 11t10 33 54 critical 'ascii' codec can't decode byte 0xc2 in position 39 ordinal not in function 2021 03 11t10 33 54 critical file users vaibhavpuri library application support qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 39 in run function file users vaibhavpuri library application support qgis qgis3 profiles default python plugins quickosm ui quick_query_panel.py line 153 in _run num_layers process_quick_query file users vaibhavpuri library application support qgis qgis3 profiles default python plugins quickosm core process.py line 249 in process_quick_query return process_query file users vaibhavpuri library application support qgis qgis3 profiles default python plugins quickosm,0
time 2021-03-12T05:19:14Z author NONE repo 3liz/QuickOSM title error in the quickosm panel of the logs version 1.14.3 body what is the bug? a clear and concise description of what the bug is. tickets not following this template might be closed. queries do not complete amenity bar or amenity pub in london include some logs here in qgis logs panel bottom right icon the small bubbles in the quickosm tab. 2021 03 12t00 15 21 info all osm objects with the key 'amenity' 'bar' in london are going to be downloaded. 2021 03 12t00 15 21 info query amenity_bar_london 2021 03 12t00 15 21 info request completed 2021 03 12t00 15 21 critical a critical error occurred this is the traceback 2021 03 12t00 15 21 critical 2021 03 12t00 15 21 critical base_processing_panel.py 2021 03 12t00 15 21 critical 'ascii' codec can't decode byte 0xc2 in position 39 ordinal not in function 2021 03 12t00 15 21 critical file users timothymarotta library application support qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 36 in run function file users timothymarotta library application support qgis qgis3 profiles default,0
time 2021-03-17T15:21:46Z author NONE repo 3liz/QuickOSM title error in the logs body what is the bug? a clear and concise description of what the bug is. when i want to make a new query it gives an error some words are dutch. tickets not following this template might be closed. include some logs here in qgis logs panel bottom right icon the small bubbles in the quickosm tab. 2021 03 17t16 17 28 info the osm file is c users patrick appdata local temp request esclvl.osm 2021 03 17t16 17 28 critical er trad een kritische fout op dit is de traceback 2021 03 17t16 17 28 critical 2021 03 17t16 17 28 critical base_processing_panel.py 2021 03 17t16 17 28 critical 'laag' 2021 03 17t16 17 28 critical file c users patrick appdata roaming qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 36 in run function file c users patrick appdata roaming qgis qgis3 profiles default python plugins quickosm ui quick_query_panel.py line 167 in _run output_geometry_types properties 'outputs' file c users patrick appdata roaming qgis qgis3 profiles default python plugins,0
time 2021-03-18T20:19:34Z author NONE repo 3liz/QuickOSM title error in the logs in the quickosm panel copy paste it and please report it to github body 2021 03 18t20 51 57 info all osm objects with the key 'amenity' in paris are going to be downloaded. 2021 03 18t20 51 57 info query amenity_paris 2021 03 18t20 51 58 info request completed 2021 03 18t20 51 58 critical a critical error occurred this is the traceback 2021 03 18t20 51 58 critical 2021 03 18t20 51 58 critical base_processing_panel.py 2021 03 18t20 51 58 critical 'ascii' codec can't decode byte 0xc2 in position 39 ordinal not in function 2021 03 18t20 51 58 critical file users laurelydeffieux library application support qgis qgis3 profiles default python plugins quickosm ui base_processing_panel.py line 36 in run function file users laurelydeffieux library application support qgis qgis3 profiles default python plugins quickosm ui quick_query_panel.py line 155 in _run num_layers process_quick_query file users laurelydeffieux library application support qgis qgis3 profiles default python plugins quickosm core process.py line 245 in process_quick_query return process_query file users laurelydeffieux library application support qgis qgis3 profiles default python plugins quickosm core process.py line 187 in process_query final_query,0
time 2021-03-24T12:19:09Z author NONE repo 3liz/QuickOSM title error in logs quickosm body error in log quickosm if i try to run quickosm than i get the message 'error in logs quickosm'. 2021 03 24t13 14 39 info encoded url https lz4.overpass api.de api interpreter?data 3cosm script output 3d 22xml 22 timeout 3d 2225 22 3e 0a 3cunion 3e 0a 3cquery type 3d 22node 22 3e 0a 3chas kv k 3d 22sport 22 3e 0a 3cbbox query e 3d 225.1884823421706034 22 n 3d 2252.121120805046786 22 s 3d 2252.079227949414346 22 w 3d 225.089863127275827 22 3e 0a 3c query 3e 0a 3cquery type 3d 22way 22 3e 0a 3chas kv k 3d 22sport 22 3e 0a 3cbbox query e 3d 225.1884823421706034 22 n 3d 2252.121120805046786 22 s 3d 2252.079227949414346 22 w 3d 225.089863127275827 22 3e 0a 3c query 3e 0a 3cquery type 3d 22relation 22 3e 0a 3chas kv k 3d 22sport 22 3e 0a 3cbbox query e 3d 225.1884823421706034 22 n 3d 2252.121120805046786 22 s 3d 2252.079227949414346 22 w 3d 225.089863127275827 22 3e 0a 3c query 3e 0a 3c union 3e 0a 3cunion 3e,0
time 2021-03-25T11:12:43Z author NONE repo 3liz/QuickOSM title empty attributes table v.1.15.0 body what is the bug? the attributes table returns empty exactly as described in issue but with different versions of qgis and quickosm. this happens if i run quick query option of the plug in. if i use file and an input and a specified config file i.e. osmconf.ini https github.com osgeo gdal blob master gdal data osmconf.ini the table is right attributes are not empty. if i use file but no config the table is empty. so i guess the problem might be with the osm config not being defined explicitly or implicitly when running query quick query. thank you for your work here is the example query that brings empty table to qgis. query osm script output xml timeout 25 union query type way has kv k highway v primary bbox query bbox query union union item recurse type down union print mode body osm script logs 2021 03 25t14 05 09 info encoded url https z.overpass api.de api interpreter?data 3cosm script output 3d 22xml 22 timeout 3d 2225,0
time 2021-03-25T11:23:50Z author NONE repo 3liz/QuickOSM title critical erreur dans les logs dans le panneau quickosm body hi there get this message while trying to download building layer from osm using quickosm plugin 2021 03 25t12 12 00 critical erreur dans les logs dans le panneau quickosm veuillez la reporter sur github en copier collant i could see similar bugs reported here but i can't figure out if this was fixed. i don't know anything about code. thanks for helping 2021 03 25t12 11 51 info all osm objects with the key 'building' in le canevas ou l'emprise d'une couche are going to be downloaded. 2021 03 25t12 11 51 info query building 2021 03 25t12 11 51 info encoded url https lz4.overpass api.de api interpreter?data 3cosm script output 3d 22xml 22 timeout 3d 2225 22 3e 0a 3cunion 3e 0a 3cquery type 3d 22node 22 3e 0a 3chas kv k 3d 22building 22 3e 0a 3cbbox query e 3d 221.084714230540371 22 n 3d 2244.10753051648198 22 s 3d 2244.09969881319592 22 w 3d 221.0419159607183248 22 3e 0a 3c query 3e 0a 3cquery type 3d 22way 22 3e 0a,0
time 2021-03-27T10:34:10Z author NONE repo 3liz/QuickOSM title quickosm is a server plugin but serverclassfactory is commented body the serverclassfactory is now commented https github.com 3liz quickosm blob d7f0f31b181a728ad9c4272e49b64adf566d53c8 quickosm __init__.py l15 but the plugin metadata still tags this quickosm as a server plugin https github.com 3liz quickosm blob d7f0f31b181a728ad9c4272e49b64adf566d53c8 quickosm metadata.txt l12 what is the bug? the server complains bout this plugin 10 00 37 warning couldn't load server plugin quickosm due to an error when calling its function method 114338 couldn't load server plugin quickosm due to an error when calling its function method environment quickosm version 1.16.0 qgis version master os ubuntu 20.04,0
time 2021-05-16T03:04:04Z author NONE repo 3liz/QuickOSM title polygons with holes being shown incorrectly body what is the bug? when downloading polygons with holes in them the holes don't appear properly. i tried downloading relation 8833913 https www.openstreetmap.org relation 8833913 using the following query xml osm script output xml timeout 25 union id query type relation ref 8833913 union union item recurse type down union print mode body osm script when i download it using quickosm it loads into qgis like this screen shot 2021 05 16 at 12 48 26 https user images.githubusercontent.com 4273659 118383965 f4bda500 b645 11eb 8d49 fd248c45358d.png and when i copy the feature from qgis the geometry is multipolygon 144.63620149999999853 36.48771349999999813 144.63613430000000903 36.4881032999999988 144.63617320000000177 36.48813169999999673 144.63625460000000089 36.48812039999999968 144.63627940000000649 36.48820289999999744 144.63626880000001051 36.48828249999999684 144.63636790000001042 36.48832519999999846 144.63649169999999344 36.48833950000000215 144.63659789999999816 36.4883166999999986 144.6366864000000021 36.48821989999999715 144.63674660000000927 36.48801220000000001 144.63685979999999631 36.48792120000000239 144.63684209999999553 36.48784429999999901 144.63675720000000524 36.48772199999999799 144.6366864000000021 36.48767079999999652 144.63627940000000649 36.48768780000000334 144.63620149999999853 36.48771349999999813 144.63625989999999888 36.48778539999999992 144.63625060000001099 36.48783009999999649 144.63626360000000659 36.48792250000000337 144.63633960000001366 36.48795230000000345 144.63658609999998816 36.48794339999999892 144.63660279999999148 36.48791359999999884 144.6364934000000062 36.4877765000000025 144.63641369999999142 36.48773920000000004 144.63630620000000704 36.48774370000000289 144.63625989999999888 36.48778539999999992 however when i run a query from overpass turbo https overpass turbo.eu?q 5bout 3axml 5d 5btimeout 3a25 5d,0
time 2020-12-15T10:43:11Z author CONTRIBUTOR repo 3liz/lizmap-adresse-module title modification du nom de la vue export_bal en v_export_bal body dans la version 0.7.0 du plugin le nom de la vue export_bal change en v_export_bal et le champs date_derniere_maj en date_der_maj https github.com 3liz qgis gestion_base_adresse plugin issues 86 ce changement concerne adresse classes search.class.php,1
time 2021-02-01T18:29:44Z author NONE repo 3liz/lizmap-docker-compose title how where to find script php for caching tiles ? body hi i'm using this docker compose but i cannot find any mountpoint to access to the var www lizmap web client how to execute lizmap scripts script.php to generate tiles for wmts ? also command docker exec it lizmap bash is not working on this container. thanks for helping me,1
